iter	Passed	Remaining
577	18164	13262
578	18191	13227
579	18218	13192
580	18246	13158
581	18272	13123
582	18299	13089
583	18330	13057
584	18358	13023
585	18387	12990
586	18413	12955
587	18438	12919
588	18497	12907
589	18534	12879
590	18557	12842
591	18582	12806
592	18607	12771
593	18636	12738
594	18662	12702
595	18687	12667
596	18715	12634
597	18742	12599
598	18768	12564
599	18794	12529
600	18822	12495
601	18852	12464
602	18880	12430
603	18905	12395
604	18929	12359
605	18959	12326
606	18984	12291
607	19010	12256
608	19033	12220
609	19061	12186
610	19090	12154
611	19118	12120
612	19147	12088
613	19176	12055
614	19200	12019
615	19227	11986
616	19256	11953
617	19283	11919
618	19311	11886
619	19336	11851
620	19368	11820
621	19396	11787
622	19423	11753
623	19449	11719
624	19475	11685
625	19507	11654
626	19533	11620
627	19560	11586
628	19588	11553
629	19618	11522
630	19646	11488
631	19677	11457
632	19708	11426
633	19738	11394
634	19765	11361
635	19791	11326
636	19818	11293
637	19847	11261
638	19879	11230
639	19907	11197
640	19932	11163
641	19961	11131
642	19989	11098
643	20016	11065
644	20049	11034
645	20077	11002
646	20100	10966
647	20128	10934
648	20153	10899
649	20181	10867
650	20207	10833
651	20232	10799
652	20258	10765
653	20284	10731
654	20315	10700
655	20339	10665
656	20366	10632
657	20393	10599
658	20416	10564
659	20440	10530
660	20469	10497
661	20497	10465
662	20526	10433
663	20555	10401
664	20586	10370
665	20617	10339
666	20647	10308
667	20673	10274
668	20702	10242
669	20728	10209
670	20755	10176
671	20788	10146
672	20815	10114
673	20841	10080
674	20871	10049
675	20901	10017
676	20928	9985
677	20956	9952
678	20985	9921
679	21025	9894
680	21063	9866
681	21099	9838
682	21130	9807
683	21162	9776
684	21194	9746
685	21226	9716
686	21270	9690
687	21313	9665
688	21372	9646
689	21425	9625
690	21460	9596
691	21488	9564
692	21522	9534
693	21556	9504
694	21583	9471
695	21608	9438
696	21638	9406
697	21672	9376
698	21700	9344
699	21731	9313
700	21761	9281
701	21790	9250
702	21817	9217
703	21844	9184
704	21875	9153
705	21904	9121
706	21929	9088
707	21956	9055
708	21999	9029
709	22060	9010
710	22099	8982
711	22127	8950
712	22154	8917
713	22183	8886
714	22213	8854
715	22242	8822
716	22269	8789
717	22300	8758
718	22328	8726
719	22355	8693
720	22387	8662
721	22419	8632
722	22449	8600
723	22477	8568
724	22504	8536
725	22530	8503
726	22554	8469
727	22580	8436
728	22607	8404
729	22633	8371
730	22660	8338
731	22692	8308
732	22716	8274
733	22743	8242
734	22770	8209
735	22795	8176
736	22827	8146
737	22859	8115
738	22897	8086
739	22926	8055
740	22963	8026
741	22995	7995
742	23027	7965
743	23057	7933
744	23086	7902
745	23119	7871
746	23274	7882
747	23307	7852
748	23337	7820
749	23369	7789
750	23398	7758
751	23434	7728
752	23465	7697
753	23493	7665
754	23523	7633
755	23551	7601
756	23578	7568
757	23606	7536
758	23633	7504
759	23657	7470
760	23684	7438
761	23710	7405
762	23738	7373
763	23764	7340
764	23792	7308
765	23818	7276
766	23846	7244
767	23877	7213
768	23909	7182
769	23954	7155
770	23991	7125
771	24020	7094
772	24047	7061
773	24074	7029
774	24101	6997
775	24128	6964
776	24156	6932
777	24181	6900
778	24210	6868
779	24238	6836
780	24264	6804
781	24288	6770
782	24313	6738
783	24339	6705
784	24364	6673
785	24389	6640
786	24414	6607
787	24442	6575
788	24467	6543
789	24490	6510
790	24520	6478
791	24553	6448
792	24583	6417
793	24612	6385
794	24636	6352
795	24662	6320
796	24687	6288
797	24711	6255
798	24737	6222
799	24761	6190
800	24786	6157
801	24811	6125
802	24837	6093
803	24865	6061
804	24890	6029
805	24912	5996
806	24936	5963
807	24963	5931
808	24986	5899
809	25012	5867
810	25041	5835
811	25066	5803
812	25089	5770
813	25114	5738
814	25141	5706
815	25169	5675
816	25196	5643
817	25222	5611
818	25247	5579
819	25272	5547
820	25297	5515
821	25322	5483
822	25346	5451
823	25372	5419
824	25395	5386
825	25419	5354
826	25443	5322
827	25466	5290
828	25491	5258
829	25547	5232
830	25645	5215
831	25680	5185
832	25706	5153
833	25734	5122
834	25768	5092
835	25798	5060
836	25828	5029
837	25857	4998
838	25882	4966
839	25906	4934
840	25932	4902
841	25957	4870
842	25982	4839
843	26008	4807
844	26034	4775
845	26063	4744
846	26093	4713
847	26122	4682
848	26158	4652
849	26192	4622
850	26224	4591
851	26255	4560
852	26282	4529
853	26309	4497
854	26334	4466
855	26358	4434
856	26383	4402
857	26412	4371
858	26437	4339
859	26469	4309
860	26497	4277
861	26524	4246
862	26555	4215
863	26584	4184
864	26612	4153
865	26639	4122
866	26666	4090
867	26693	4059
868	26722	4028
869	26751	3997
870	26784	3966
871	26815	3936
872	26838	3904
873	26862	3872
874	26886	3840
875	26911	3809
876	26938	3778
877	26964	3746
878	26990	3715
879	27016	3684
880	27042	3652
881	27067	3621
882	27091	3589
883	27117	3558
884	27142	3527
885	27169	3495
886	27194	3464
887	27219	3433
888	27245	3401
889	27271	3370
890	27295	3339
891	27320	3307
892	27344	3276
893	27369	3245
894	27393	3213
895	27415	3182
896	27439	3150
897	27479	3121
898	27505	3090
899	27531	3059
900	27555	3027
901	27582	2996
902	27607	2965
903	27640	2935
904	27671	2904
905	27701	2874
906	27735	2843
907	27775	2814
908	27810	2784
909	27840	2753
910	27876	2723
911	27913	2693
912	27947	2663
913	27987	2633
914	28017	2602
915	28047	2572
916	28083	2541
917	28109	2510
918	28138	2480
919	28170	2449
920	28198	2418
921	28223	2387
922	28252	2356
923	28279	2326
924	28304	2294
925	28331	2264
926	28360	2233
927	28389	2202
928	28419	2172
929	28445	2141
930	28474	2110
931	28503	2079
932	28527	2048
933	28555	2017
934	28586	1987
935	28612	1956
936	28637	1925
937	28662	1894
938	28691	1863
939	28720	1833
940	28749	1802
941	28783	1772
942	28810	1741
943	28836	1710
944	28864	1679
945	28894	1649
946	28921	1618
947	28946	1587
948	28972	1557
949	28996	1526
950	29020	1495
951	29046	1464
952	29069	1433
953	29096	1402
954	29121	1372
955	29150	1341
956	29175	1310
957	29199	1280
958	29223	1249
959	29250	1218
960	29276	1188
961	29301	1157
962	29327	1126
963	29350	1096
964	29374	1065
965	29399	1034
966	29422	1004
967	29448	973
968	29480	943
969	29505	912
970	29532	882
971	29556	851
972	29580	820
973	29606	790
974	29633	759
975	29657	729
976	29685	698
977	29708	668
978	29733	637
979	29759	607
980	29789	576
981	29817	546
982	29841	516
983	29864	485
984	29891	455
985	29916	424
986	29941	394
987	29965	363
988	29990	333
989	30015	303
990	30041	272
991	30067	242
992	30093	212
993	30123	181
994	30147	151
995	30170	121
996	30194	90
997	30219	60
998	30243	30
999	30266	0
