iter	Logloss
433	0.4456926129
434	0.4456456801
435	0.4455979344
436	0.4455597484
437	0.4455292255
438	0.4454674655
439	0.445423205
440	0.4453676795
441	0.4453474517
442	0.4453036955
443	0.4452781676
444	0.4452292343
445	0.4451950683
446	0.4451728626
447	0.4451235505
448	0.445081082
449	0.4450439783
450	0.4449973631
451	0.4449380623
452	0.4448867272
453	0.444840741
454	0.4447818536
455	0.4447253777
456	0.4446681402
457	0.4446272874
458	0.4445776701
459	0.4445301456
460	0.4445019363
461	0.4444452969
462	0.4443943993
463	0.4443550304
464	0.4443093703
465	0.4442821599
466	0.4442180951
467	0.4441748886
468	0.4441324229
469	0.4441029483
470	0.4440629778
471	0.4440151212
472	0.4439797434
473	0.443940818
474	0.4439098521
475	0.4438701076
476	0.4438323798
477	0.4438014235
478	0.4437718643
479	0.4437360045
480	0.4437013822
481	0.4436635797
482	0.4436282629
483	0.4435803325
484	0.443551018
485	0.4435205966
486	0.4434757316
487	0.4434217235
488	0.44334879
489	0.4433229125
490	0.4432898122
491	0.4432524501
492	0.4432051917
493	0.4431606451
494	0.4431280034
495	0.4430943489
496	0.4430587153
497	0.4430300164
498	0.443003891
499	0.4429735632
500	0.4429470461
501	0.4429224525
502	0.4428658318
503	0.4428347521
504	0.4427964646
505	0.4427664368
506	0.4427289295
507	0.4426890898
508	0.4426556844
509	0.4426194415
510	0.442587173
511	0.4425415273
512	0.4424923927
513	0.4424552071
514	0.4424102129
515	0.4423699349
516	0.4423329175
517	0.4422894739
518	0.4422413838
519	0.4421995109
520	0.4421693299
521	0.4421509218
522	0.4421188454
523	0.4420921955
524	0.4420384135
525	0.4419944615
526	0.4419504842
527	0.441904623
528	0.4418345203
529	0.4417835484
530	0.4417539455
531	0.4417057499
532	0.4416539076
533	0.4416227073
534	0.4415774158
535	0.4415381526
536	0.4414805195
537	0.4414411407
538	0.4413944166
539	0.4413495985
540	0.441312353
541	0.4412764849
542	0.4412260564
543	0.4411962327
544	0.441155832
545	0.44110921
546	0.4410890824
547	0.4410431924
548	0.4409881748
549	0.4409522028
550	0.4409184821
551	0.4408931657
552	0.4408523797
553	0.4408215792
554	0.440780524
555	0.4407415447
556	0.4407191979
557	0.4406734424
558	0.4406214051
559	0.4405742235
560	0.4405468112
561	0.4405082019
562	0.4404677595
563	0.4404201831
564	0.440371393
565	0.4403293098
566	0.4402933325
567	0.4402623187
568	0.4402374726
569	0.4402035014
570	0.4401500905
571	0.4401080111
572	0.4400612307
573	0.4400310111
574	0.4400001382
575	0.4399616049
576	0.4399307198
577	0.4398978563
578	0.439860836
579	0.4398238736
580	0.4397891312
581	0.4397494902
582	0.43969519
583	0.4396589198
584	0.4396308368
585	0.4395970216
586	0.4395826745
587	0.4395470287
588	0.4395155818
589	0.4394817702
590	0.4394413284
591	0.4394185061
592	0.4393684751
593	0.4393422959
594	0.4392967042
595	0.4392638527
596	0.4392180306
597	0.4391919966
598	0.4391550637
599	0.4391142833
600	0.4390813913
601	0.4390507783
602	0.4390091433
603	0.4389749482
604	0.4389129196
605	0.4388793461
606	0.4388516246
607	0.4388309107
608	0.4387891592
609	0.4387581875
610	0.4387239248
611	0.4386894094
612	0.4386516038
613	0.4386070606
614	0.4385647253
615	0.4385185696
616	0.4384804736
617	0.438431134
618	0.4383945298
619	0.4383524667
620	0.4383147594
621	0.4382859552
622	0.4382545847
623	0.4382169748
624	0.438171506
625	0.4381420723
626	0.4381182399
627	0.4380796311
628	0.4380395336
629	0.4380120378
630	0.4379789625
631	0.4379543779
632	0.4379214202
633	0.4378788043
634	0.4378553252
635	0.4378179815
636	0.4377916054
637	0.4377531866
638	0.4377184696
639	0.437688907
640	0.437650722
641	0.437621378
642	0.437575274
643	0.4375345324
644	0.437482671
645	0.4374572024
646	0.4374249139
647	0.4373977683
648	0.437376558
649	0.4373347704
650	0.4373015001
651	0.4372573086
652	0.4372186601
653	0.43716572
654	0.4371342108
655	0.4370904593
656	0.4370389721
657	0.4370005875
658	0.4369803482
659	0.4369445449
660	0.4369106991
661	0.4368731043
662	0.4368333122
663	0.4368082595
664	0.436777494
665	0.4367303046
666	0.4366897665
667	0.436644616
668	0.4366046359
669	0.4365792869
670	0.4365422073
671	0.4365163959
672	0.4364855581
673	0.4364423714
674	0.4364177246
675	0.4363874551
676	0.4363390199
677	0.4363100232
678	0.4362696135
679	0.4362385587
680	0.4362046403
681	0.4361739927
682	0.4361339253
683	0.4361069831
684	0.4360668392
685	0.4360267794
686	0.4360063488
687	0.4359790334
688	0.4359491329
689	0.4359073192
690	0.4358789657
691	0.4358542933
692	0.4358251424
693	0.4357826127
694	0.4357386562
695	0.4357220707
696	0.4356879337
697	0.4356433864
698	0.4356132047
699	0.4355845979
700	0.4355642543
701	0.4355227578
702	0.4354963124
703	0.4354661868
704	0.4354400701
705	0.4354053487
706	0.435376761
707	0.4353438598
708	0.4353172834
709	0.4352860678
710	0.4352499379
711	0.4352141461
712	0.4351810638
713	0.4351486781
714	0.435110901
715	0.4350688148
716	0.4350345001
717	0.4350017547
718	0.4349550477
719	0.4349227371
720	0.4348893657
721	0.4348672221
722	0.4348286816
723	0.4348051613
724	0.4347673252
725	0.4347297648
726	0.4347149197
727	0.4346842727
728	0.4346458648
729	0.4346109264
730	0.434570686
731	0.4345392749
732	0.4345068156
733	0.4344683996
734	0.4344390267
735	0.4344028458
736	0.4343740784
737	0.4343312754
738	0.4342841316
739	0.43424324
740	0.43421223
741	0.4341817476
742	0.434138929
743	0.4341114945
744	0.4340775536
745	0.4340430896
746	0.4339953191
747	0.4339569873
748	0.4339203068
749	0.433900545
750	0.4338658183
751	0.4338271924
752	0.4337994734
753	0.4337627234
754	0.4337382218
755	0.43369464
756	0.4336726479
757	0.4336391798
758	0.4336102318
759	0.4335800126
760	0.4335453987
761	0.4335236829
762	0.4334890639
763	0.4334596355
764	0.4334246587
765	0.4333844016
766	0.4333373276
767	0.4332943346
768	0.4332551308
769	0.4332173515
770	0.4331604917
771	0.4331357842
772	0.4331120414
773	0.4330689143
774	0.4330438238
775	0.4330053369
776	0.4329763714
777	0.4329484004
778	0.4329156748
779	0.4328788952
780	0.432842383
781	0.432788729
782	0.4327597166
783	0.4327087264
784	0.432688966
785	0.4326483536
786	0.4326253652
787	0.4326020318
788	0.4325642912
789	0.4325207349
790	0.432507506
791	0.4324826269
792	0.4324463332
793	0.4324213035
794	0.432394408
795	0.4323590458
796	0.4323237284
797	0.4323002006
798	0.4322540159
799	0.4322123062
800	0.4321811217
801	0.4321500393
802	0.4321188794
803	0.4320809363
804	0.4320604209
805	0.4320453697
806	0.4320196543
807	0.4319988186
808	0.4319383382
809	0.4319009842
810	0.4318610272
811	0.4318283087
812	0.4317964086
813	0.431763272
814	0.4317257772
815	0.4316884273
816	0.4316537442
817	0.4316235159
818	0.4315959785
819	0.4315635661
820	0.431539558
821	0.4315074
822	0.4314788463
823	0.4314521066
824	0.4314158165
825	0.4313733161
826	0.4313488551
827	0.431313951
828	0.4312710101
829	0.4312174533
830	0.4311890021
831	0.4311576272
832	0.4311181106
833	0.4310908707
834	0.4310644998
835	0.4310244343
836	0.4309827405
837	0.4309506628
838	0.4309255447
839	0.4308883976
840	0.4308626558
841	0.4308070195
842	0.4307691151
843	0.4307403849
844	0.4307015373
845	0.4306753049
846	0.4306463441
847	0.4306179283
848	0.4305990289
849	0.430567588
850	0.4305359785
851	0.4304907584
852	0.4304506574
853	0.4304270223
854	0.4304008623
855	0.4303674794
856	0.4303303604
857	0.4302933243
858	0.4302469612
859	0.4302107138
860	0.4301827794
861	0.430146369
862	0.4301086346
863	0.4300719056
864	0.4300358633
865	0.4299959301
866	0.4299495546
867	0.4299232648
868	0.4298916836
869	0.4298665144
870	0.4298386078
871	0.4298043133
872	0.4297722751
873	0.4297421273
874	0.4297216539
875	0.429693081
876	0.4296614336
877	0.4296065936
878	0.4295780847
879	0.4295263626
880	0.4294918813
881	0.4294681626
882	0.4294496371
883	0.4294353629
884	0.429409707
885	0.4293618495
886	0.4293180254
887	0.4292870706
888	0.429247869
889	0.4292148407
890	0.4291921352
891	0.4291603626
892	0.4291190049
893	0.4290903369
894	0.4290619085
895	0.4290463616
896	0.4290204297
897	0.4289921878
898	0.428963516
899	0.4289396824
900	0.4289168257
901	0.4288869744
902	0.4288545937
903	0.4288217881
904	0.4288067275
905	0.4287694969
906	0.4287504186
907	0.428727282
908	0.4287070149
909	0.4286745004
910	0.4286423819
911	0.4286058591
912	0.4285839705
913	0.4285598674
914	0.4285338479
915	0.4285046336
916	0.4284687383
917	0.428439237
918	0.4284063908
919	0.4283709557
920	0.4283428457
921	0.4283005572
922	0.4282718135
923	0.4282350649
924	0.4282211586
925	0.4281909628
926	0.4281515567
927	0.4281149177
928	0.4280848593
929	0.4280616532
930	0.428034758
931	0.427997105
932	0.4279741405
933	0.4279535596
934	0.4279076008
935	0.4278824582
936	0.427851419
937	0.4278260613
938	0.4277836273
939	0.427752171
940	0.4277149952
941	0.4276865517
942	0.4276442161
943	0.4276169305
944	0.427581758
945	0.4275241979
946	0.4274939002
947	0.4274530167
948	0.4274145631
949	0.4273700029
950	0.4273353593
951	0.4273075721
952	0.4272756317
953	0.4272335602
954	0.4272052592
955	0.4271718388
956	0.4271478917
957	0.4271166466
958	0.4270903173
959	0.4270597843
960	0.4270181397
961	0.4269792534
962	0.4269493138
963	0.4269171525
964	0.4268918314
965	0.4268488538
966	0.4268216388
967	0.4267971808
968	0.4267638959
969	0.4267465698
970	0.4267093505
971	0.4266516097
972	0.4266280289
973	0.4265774594
974	0.4265434899
975	0.4265109178
976	0.4264747465
977	0.4264462712
978	0.4264166866
979	0.4263863885
980	0.4263662028
981	0.4263415635
982	0.4263090515
983	0.4262802079
984	0.4262617677
985	0.4262324584
986	0.4261949208
987	0.4261706866
988	0.4261436612
989	0.4261197759
990	0.4260825078
991	0.4260502278
992	0.426021343
993	0.4259947571
994	0.4259594031
995	0.4259234899
996	0.425880474
997	0.4258462189
998	0.4258297468
999	0.4257913172
